,opitutus spp.,paludibacter propionicigenes,magnetospirillum sp.,rhodopseudomonas palustris,acetobacter spp.,bacteroides spp.,pleomorphomonas oryzae,afipia sp.,rhodoblastus acidophilus,spirochaeta spp.,citrobacter werkmanii,pontibacter spp.,pontibacter sp.,ruminococcus spp.,eubacterium sp.,desulfovibrio mexicanus,ancalomicrobium spp.,rhodocyclus tenuis,escherichia spp.,rhodoplanes elegans,propionicimonas paludicola,rhodopseudomonas spp.,pleomorphomonas spp.,caulobacter spp.,opitutus terrae,barnesiella viscericola,pontibacter salisaro,phaeospirillum sp.,rhodopseudomonas pangongensis,enterobacter spp.,prolixibacter spp.,cloacibacterium normanense,rhodopseudomonas rhenobacensis,clostridium sp.,pleomorphomonas sp.,citrobacter spp.,bradyrhizobium sp.,acidovorax caeni,fibrobacter spp.,chlorobium spp.,desulfovibrio desulfuricans,bradyrhizobium yuanmingense,bradyrhizobium spp.,rhodopseudomonas sp.,inquilinus spp.,dechloromonas agitata,acidovorax spp.,opitutus sp.,methylocella palustris,beijerinckia spp.,rhodocyclus spp.,bradyrhizobium elkanii,clostridium spp.,ochrobactrum anthropi,nitrospirillum azospirillum amazonense,acinetobacter junii,propionibacterium acnes,brevundimonas sp.,rhizobium petrolearium,escherichia vulneris,brevundimonas spp.,parabacteroides distasonis,nitrobacter hamburgensis,vitis vinifera,methylocystis heyerii,micrococcus luteus,pseudomonas veronii,streptococcus salivarius,stenotrophomonas spp.,zoogloea sp.,bordetella hinzii,cytophaga spp.,rhizobium straminoryzae,methanosaeta sp.,pontibacter korlensis,bacteroides fragilis,sphingobium yanoikuyae,rhodothermus spp.,rhodovibrio sodomensis,rhizobium sp.,enterobacter sp.,gemmatimonas spp.,bacteroides caccae,eubacterium rectale,citrobacter sp.,pseudomonas spp.,hydrogenophaga spp.,atopostipes sp.,rhodovibrio spp.,ochrobactrum intermedium,pseudochrobactrum kiredjianiae,steroidobacter spp.,oligotropha carboxidovorans,salinibacter spp.,pantoea agglomerans,chelatococcus spp.,streptococcus sanguinis,afipia broomeae,prevotella sp.,thioalkalivibrio spp.,methyloligella halotolerans,rhodopseudomonas oryzae,porphyromonas spp.,methylocella silvestris,rhodoplanes spp.,sphingobacterium spp.,nitrobacter spp.,spirosoma spp.,pseudomonas sp.,hartmannibacter stappia sp.,aquabacterium spp.,neisseria perflava,tumebacillus sp.,staphylococcus aureus,phyllobacterium sp.,lactobacillus iners,roseburia spp.,paenibacillus spp.,streptococcus thermophilus,stenoxybacter spp.,elizabethkingia meningoseptica,oribacterium sinus,flexithrix dorotheae,methylococcus capsulatus,flavobacterium sp.,prevotella spp.,methylopila sp.,acinetobacter lwoffii,parabacteroides spp.,enhydrobacter aerosaccus,prevotella pallens,fusobacterium nucleatum,burkholderia ubonensis,aeromonas spp.,methylocystis sp.,corynebacterium tuberculostearicum,sphingomonas faeni,prevotella nanceiensis,lactobacillus helveticus,bacillus thermoamylovorans,bosea spp.,corynebacterium durum
2M7B,0.12914615429774315,0.025386415290555783,0.159187165057826,0.022618817984350496,0.02014475372577304,0.029890050907017116,0.13309627045296343,0.022862031080956413,0.050496070850491036,4.1933292518261946e-05,0.04818973976198663,0.00936789754857972,0.004604275518505162,0.0,0.3339315816399272,0.0,0.0020044113823729213,0.0014341186041245586,0.00043610624218992427,5.870660952556673e-05,4.1933292518261946e-05,0.00021805312109496214,0.00010063990204382868,0.0020044113823729213,0.0,4.1933292518261946e-05,0.0,0.00026837307211687646,0.00047803953470818624,4.1933292518261946e-05,5.031995102191434e-05,8.38665850365239e-06,1.677331700730478e-05,0.0,0.0002515997551095717,0.00021805312109496214,7.54799265328715e-05,0.0,8.38665850365239e-06,5.031995102191434e-05,0.0,5.031995102191434e-05,1.677331700730478e-05,8.38665850365239e-06,8.38665850365239e-06,8.38665850365239e-06,0.0,7.54799265328715e-05,5.031995102191434e-05,1.677331700730478e-05,0.0,0.0,0.0,0.0006793193387958435,0.0005283594857301005,0.0,8.38665850365239e-06,0.0003522396571534004,0.00010902656054748107,0.0001761198285767002,6.709326802921912e-05,0.0,0.0,0.0,8.38665850365239e-06,0.0,5.870660952556673e-05,1.677331700730478e-05,0.0,0.0,0.0,0.00018450648708035259,0.00016773317007304778,0.0,0.0,8.38665850365239e-06,0.0,0.00010063990204382868,6.709326802921912e-05,2.515997551095717e-05,7.54799265328715e-05,1.677331700730478e-05,8.38665850365239e-06,4.1933292518261946e-05,3.354663401460956e-05,8.38665850365239e-06,0.0,0.0,8.38665850365239e-06,8.38665850365239e-06,0.0,1.677331700730478e-05,1.677331700730478e-05,0.0,8.38665850365239e-06,3.354663401460956e-05,8.38665850365239e-06,8.38665850365239e-06,0.0,2.515997551095717e-05,1.677331700730478e-05,8.38665850365239e-06,8.38665850365239e-06,8.38665850365239e-06,0.0,0.0,0.0,8.38665850365239e-06,1.677331700730478e-05,0.0,8.38665850365239e-06,0.0,3.354663401460956e-05,0.0,0.0,0.0,0.0,8.38665850365239e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2M7C,0.004842105263157895,0.00010526315789473685,0.008105263157894737,0.0015789473684210526,0.0014736842105263158,0.003263157894736842,0.0074736842105263155,0.0002105263157894737,0.002105263157894737,0.00031578947368421053,0.0074736842105263155,0.0005263157894736842,0.0004210526315789474,0.0,0.004105263157894737,0.0,0.0,0.0005263157894736842,0.0876842105263158,0.0,0.06642105263157895,0.0,0.0002105263157894737,0.00010526315789473685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010526315789473685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0871578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40810526315789475,0.2556842105263158,0.0,0.0,0.0,0.0,0.0,0.04305263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.00010526315789473685,0.0,0.0,0.0,0.0006315789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010526315789473685,0.0,0.0,0.00010526315789473685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2M10A,0.25912127671007146,0.03594777095162186,0.02456222051070791,0.047822894091096343,0.13305630683073322,0.061208528117592975,0.18440173619196026,0.0794779483321691,0.08538864310747314,0.0,0.018788844906951336,0.022884538458323632,0.011260172066892348,0.0,0.0005492766861898706,0.0,0.02602496820762659,0.0025672714680613517,0.00016717116536213452,0.0006328622688709379,0.0001791119628880013,0.0006746550602114716,0.0003940463183536028,3.582239257760026e-05,0.0,0.0001492599690733344,5.3733588866400387e-05,0.0001253783740216009,0.0001970231591768014,7.761518391813389e-05,1.791119628880013e-05,0.0006686846614485381,9.552638020693402e-05,0.0,0.00031046073567253556,1.791119628880013e-05,4.179279134053363e-05,0.00031643113443546893,2.3881595051733504e-05,5.3733588866400387e-05,0.0,0.00040001671711653624,6.567438639226714e-05,5.3733588866400387e-05,0.0001014967789698674,0.0001253783740216009,0.00017314156412506792,2.3881595051733504e-05,0.0004955430973234702,7.164478515520052e-05,2.3881595051733504e-05,5.970398762933376e-06,0.0,5.970398762933376e-06,5.970398762933376e-06,0.00013134877278453427,8.955598144400065e-05,0.0,5.970398762933376e-06,0.0,0.0,5.970398762933376e-06,0.0,0.0,0.0,0.0,1.791119628880013e-05,0.0,0.00014328957031040104,0.0001253783740216009,4.179279134053363e-05,0.0,5.970398762933376e-06,0.0,2.3881595051733504e-05,4.776319010346701e-05,1.1940797525866752e-05,0.0,0.0,0.0,0.0,0.0,2.9851993814666882e-05,0.0,5.970398762933376e-06,1.791119628880013e-05,3.582239257760026e-05,0.0,0.0,0.0,5.970398762933376e-06,0.0,4.179279134053363e-05,2.9851993814666882e-05,0.0,0.0,3.582239257760026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.567438639226714e-05,0.0,0.0,0.0,0.0,5.970398762933376e-06,3.582239257760026e-05,0.0,0.0,0.0,0.0,5.3733588866400387e-05,0.0,1.791119628880013e-05,0.0,2.3881595051733504e-05,0.0,0.0,0.0,0.0,4.179279134053363e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3881595051733504e-05,0.0,0.0,0.0,2.3881595051733504e-05,0.0,0.0,0.0,5.970398762933376e-06,0.0
2M10B,0.10132761695458721,0.011609893178174482,0.36518473150433234,0.026354187307477527,0.026129014825356223,0.11454073820546538,0.08942049610001261,0.021211247815826922,0.04275575090519338,7.205519427881758e-05,0.008745699205591482,0.006439932988669321,0.003242483742546791,0.0,0.17407634247833842,0.0,0.0022697386197827536,0.0010628141156125593,0.00041431736710320107,6.304829499396538e-05,0.00011708969070307856,0.00023417938140615711,3.602759713940879e-05,0.001783366058400735,9.006899284852197e-06,9.006899284852196e-05,3.602759713940879e-05,0.00012609658998793076,0.0002882207771152703,3.602759713940879e-05,9.907589213337417e-05,1.8013798569704394e-05,1.8013798569704394e-05,0.0,0.00014411038855763515,0.0,5.404139570911318e-05,0.0,9.006899284852197e-06,9.006899284852197e-06,0.0,9.006899284852197e-06,0.0,2.702069785455659e-05,9.006899284852197e-06,0.0,0.0,4.503449642426098e-05,1.8013798569704394e-05,2.702069785455659e-05,0.0,0.0,0.0,0.00044133806495775765,0.0003782897699637923,0.0,0.0,0.00016212418712733954,2.702069785455659e-05,5.404139570911318e-05,7.205519427881758e-05,9.006899284852197e-06,0.0,0.0,0.0,0.0,7.205519427881758e-05,1.8013798569704394e-05,0.0,0.0,0.0,0.00018914488498189615,5.404139570911318e-05,0.0,0.0,0.0,0.0,3.602759713940879e-05,8.106209356366977e-05,9.006899284852197e-06,2.702069785455659e-05,1.8013798569704394e-05,4.503449642426098e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8013798569704394e-05,1.8013798569704394e-05,1.8013798569704394e-05,9.006899284852197e-06,0.0,0.0,9.006899284852197e-06,0.0,1.8013798569704394e-05,0.0,1.8013798569704394e-05,0.0,0.0,0.0,9.006899284852197e-06,0.0,9.006899284852197e-06,9.006899284852197e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.006899284852197e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2M10C,0.4662102720772885,0.0014475599417776996,0.03151042083206705,0.05391161087029543,0.03690877973096179,0.02506438042834978,0.19659623474463764,0.04058766135094931,0.0429869319726803,0.0,0.0777443657128233,0.010924678897615125,0.006653977190933956,0.0,0.0006318079303891617,0.0,0.004358674962811305,0.0010156912298661207,0.0004958492618244054,0.00023192949343399608,4.798541243461988e-05,0.0001999392184775828,0.00017594651226027287,4.798541243461988e-05,0.0,5.598298117372319e-05,1.5995137478206626e-05,1.5995137478206626e-05,4.798541243461988e-05,0.00019194164973847951,0.0,0.00020793678721668613,0.0002479246309122027,0.0,0.000255922199651306,0.00015195380604296295,3.199027495641325e-05,0.00011996353108654969,1.5995137478206626e-05,3.199027495641325e-05,0.0,7.997568739103312e-05,3.199027495641325e-05,7.997568739103313e-06,0.0,7.197811865192981e-05,7.997568739103312e-05,0.0,7.997568739103312e-05,3.199027495641325e-05,0.0,0.0,0.0,2.399270621730994e-05,0.0,7.997568739103312e-05,0.0,0.0,7.997568739103313e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.997568739103313e-06,7.997568739103313e-06,9.597082486923976e-05,6.39805499128265e-05,3.199027495641325e-05,0.0,7.997568739103313e-06,0.0,1.5995137478206626e-05,7.997568739103313e-06,1.5995137478206626e-05,0.0,0.0,0.0,0.0,0.0,7.997568739103313e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.798541243461988e-05,1.5995137478206626e-05,7.997568739103313e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.997568739103313e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.997568739103313e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.997568739103313e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3M3A,0.17404531969955186,0.0004039638957268194,0.03394559111279429,0.021195480653916556,0.0007574323044877864,0.013949378274316733,0.061011172126491195,0.0052010351574828,0.6204506722211702,0.0001893580761219466,0.038767910118033204,0.004128006059458436,0.002007195606892634,1.2623871741463106e-05,0.019857350249321466,0.0,0.0008457994066780281,0.0002146058196048728,0.00023985356308779904,6.311935870731554e-05,0.00010099097393170485,0.00016411033263902039,3.787161522438932e-05,0.0005428264848829136,0.0,1.2623871741463106e-05,1.2623871741463106e-05,1.2623871741463106e-05,2.5247743482926212e-05,1.2623871741463106e-05,0.0,0.0,1.2623871741463106e-05,0.0,7.574323044877864e-05,7.574323044877864e-05,0.00012623871741463107,0.0,0.0,0.0,0.0,2.5247743482926212e-05,0.0,2.5247743482926212e-05,0.0,0.0,0.0,0.00010099097393170485,0.00010099097393170485,0.0003913400239853563,0.0,0.0,0.0,0.00026510130657072525,2.5247743482926212e-05,0.0,0.0,3.787161522438932e-05,2.5247743482926212e-05,1.2623871741463106e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.787161522438932e-05,2.5247743482926212e-05,0.0,0.0,0.0,1.2623871741463106e-05,6.311935870731554e-05,0.0,0.0,0.0,0.0,1.2623871741463106e-05,0.0,0.00013886258915609418,0.0,0.0,0.0,0.0,1.2623871741463106e-05,1.2623871741463106e-05,0.0,0.0,1.2623871741463106e-05,5.0495486965852425e-05,0.0,0.0,0.0,0.0,0.0,1.2623871741463106e-05,0.0,0.0,0.0,1.2623871741463106e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.787161522438932e-05,0.0,0.0,0.0,0.0,1.2623871741463106e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2623871741463106e-05,0.0,0.0,0.0,0.0,2.5247743482926212e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3M3B,0.13510472891832787,0.0008848550733797671,0.40736199421051966,0.02151461906989091,0.0011882339556814015,0.005498742241717125,0.09905320507148364,0.007420141829627476,0.16177678898734657,0.00017697101467595343,0.07212832926721359,0.0010491853012931525,0.0005056314705027241,1.2640786762568102e-05,0.08052181167755881,0.0,0.0007963695660417905,0.00018961180143852154,0.0010112629410054482,1.2640786762568102e-05,0.00011376708086311291,0.00016433022791338534,7.584472057540861e-05,0.0009733405807177439,1.2640786762568102e-05,0.0,0.0,6.320393381284051e-05,0.00013904865438824911,5.056314705027241e-05,1.2640786762568102e-05,0.0,3.792236028770431e-05,0.0,3.792236028770431e-05,0.00017697101467595343,7.584472057540861e-05,1.2640786762568102e-05,0.0,0.0,0.0,2.5281573525136204e-05,1.2640786762568102e-05,2.5281573525136204e-05,0.0,0.0,0.0,0.00010112629410054481,2.5281573525136204e-05,7.584472057540861e-05,0.0,0.0,0.0,0.000492990683740156,0.00021489337496365774,0.0,5.056314705027241e-05,0.00010112629410054481,6.320393381284051e-05,5.056314705027241e-05,3.792236028770431e-05,0.0,0.0,0.0,0.0,0.0,8.848550733797671e-05,3.792236028770431e-05,0.0,0.0,0.0,8.848550733797671e-05,8.848550733797671e-05,0.0,0.0,0.0,0.0,2.5281573525136204e-05,1.2640786762568102e-05,2.5281573525136204e-05,1.2640786762568102e-05,0.0,0.0,3.792236028770431e-05,5.056314705027241e-05,0.0,0.0,0.0,2.5281573525136204e-05,1.2640786762568102e-05,0.0,1.2640786762568102e-05,0.0,0.0,0.0,0.0,0.0,1.2640786762568102e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2640786762568102e-05,1.2640786762568102e-05,0.0,0.0,1.2640786762568102e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3M3C,0.08456552352551358,0.0009215540092776673,0.5088117130550033,0.014734509609012592,0.001242544731610338,0.003717279655400928,0.0441828197481776,0.004214297548045063,0.12893472498343272,8.28363154406892e-05,0.17488817097415507,0.000900844930417495,0.0003520543406229291,0.0,0.026642229953611662,0.0,0.0007248177601060305,0.00027957256461232604,0.0025368621603711066,4.14181577203446e-05,6.212723658051689e-05,8.28363154406892e-05,3.1063618290258446e-05,0.0004348906560636183,0.0,0.0,0.0,3.1063618290258446e-05,7.248177601060305e-05,5.1772697150430746e-05,0.0,1.035453943008615e-05,0.0,0.0,9.319085487077535e-05,0.0005073724320742213,2.07090788601723e-05,3.1063618290258446e-05,0.0,0.0,0.0,1.035453943008615e-05,0.0,0.0,0.0,1.035453943008615e-05,0.0,4.14181577203446e-05,2.07090788601723e-05,5.1772697150430746e-05,0.0,0.0,0.0,0.00020709078860172298,8.28363154406892e-05,0.0,0.0,1.035453943008615e-05,1.035453943008615e-05,3.1063618290258446e-05,3.1063618290258446e-05,0.0,0.0,0.0,0.0,0.0,6.212723658051689e-05,3.1063618290258446e-05,0.0,0.0,0.0,2.07090788601723e-05,3.1063618290258446e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07090788601723e-05,0.0,0.0,0.0,3.1063618290258446e-05,0.0,0.0,0.0,2.07090788601723e-05,2.07090788601723e-05,0.0,2.07090788601723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.035453943008615e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.035453943008615e-05,0.0,0.0,0.0,0.0,0.0,1.035453943008615e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3M5B,0.17145612594648837,0.0031278101419243854,0.02465756995217057,0.024318723853462097,0.01206813413092492,0.09032203411919563,0.1999257145091293,0.007409000273683387,0.13848379403370215,8.471152467711876e-05,0.06793864279104925,0.062497556398326624,0.031310682774888896,6.516271129009136e-06,0.15463111389138678,0.0,0.0009448593137063247,0.0016355840533812931,0.000625562028384877,5.2130169032073085e-05,0.0003258135564504568,0.0004170413522565847,0.00026716711628937457,0.0020982393035409415,0.0,0.00039749253886955726,8.471152467711876e-05,0.00010426033806414617,0.0001954881338702741,0.00011729288032216445,7.819525354810962e-05,1.9548813387027406e-05,7.16789824191005e-05,0.0,0.0004365901656436121,0.00021503694725730148,9.774406693513704e-05,6.516271129009136e-06,7.16789824191005e-05,1.3032542258018271e-05,0.0,0.0,2.6065084516036543e-05,0.0,6.516271129009136e-06,1.9548813387027406e-05,1.9548813387027406e-05,0.0002541345740313563,6.516271129009136e-05,8.471152467711876e-05,6.516271129009136e-06,0.0,0.0,0.0008015013488681237,0.000241102031773338,0.0,1.3032542258018271e-05,0.00016942304935423753,0.00011077660919315531,0.00020852067612829234,6.516271129009136e-05,6.516271129009136e-06,6.516271129009136e-06,0.0,0.0,0.0,6.516271129009136e-05,2.6065084516036543e-05,0.0,0.0,0.0,0.0001629067782252284,0.0001824555916122558,0.0,9.12277958061279e-05,4.561389790306395e-05,0.0,6.516271129009136e-05,0.00013032542258018272,9.774406693513704e-05,3.258135564504568e-05,4.561389790306395e-05,2.6065084516036543e-05,2.6065084516036543e-05,1.9548813387027406e-05,2.6065084516036543e-05,0.0,0.0,3.258135564504568e-05,4.561389790306395e-05,0.0,2.6065084516036543e-05,0.0,6.516271129009136e-06,3.909762677405481e-05,2.6065084516036543e-05,0.0,3.909762677405481e-05,0.0,0.0,6.516271129009136e-06,6.516271129009136e-06,1.3032542258018271e-05,1.3032542258018271e-05,0.0,0.0,6.516271129009136e-06,1.9548813387027406e-05,0.0,0.0,6.516271129009136e-06,0.0,6.516271129009136e-06,6.516271129009136e-06,0.0,0.0,6.516271129009136e-06,0.0,0.0,0.0,0.0,0.0,6.516271129009136e-06,1.3032542258018271e-05,0.0,0.0,6.516271129009136e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.516271129009136e-06,0.0,0.0,0.0
3M5C,0.14978775587208754,0.0019903782662013016,0.05748514291104613,0.027827563437411565,0.001339496273936421,0.08719932081879068,0.07297424771247996,0.006518252995000471,0.40143382699745306,0.00011319686821997925,0.03663805301386661,0.025856051315913592,0.012989340628242618,9.433072351664937e-06,0.1092538439769833,0.0,0.0006320158475615508,0.0004810866899349118,0.00044335440052825203,6.603150646165456e-05,0.00023582680879162342,0.0003678898217149326,0.00010376379586831432,0.0022262050749929253,0.0,0.0003207244599566079,5.659843410998962e-05,0.00014149608527497405,0.000150929157626639,3.773228940665975e-05,0.0,0.0,6.603150646165456e-05,0.0,0.000150929157626639,0.00011319686821997925,8.489765116498444e-05,0.0,9.433072351664937e-06,0.0,0.0,9.433072351664937e-06,0.0,2.829921705499481e-05,0.0,0.0,0.0,0.00014149608527497405,1.8866144703329873e-05,0.0002263937364399585,0.0,0.0,0.0,0.0007074804263748703,0.00026412602584661825,0.0,1.8866144703329873e-05,0.00013206301292330912,2.829921705499481e-05,0.000150929157626639,6.603150646165456e-05,0.0,0.0,0.0,0.0,0.0,7.54645788133195e-05,9.433072351664937e-06,0.0,0.0,0.0,0.00014149608527497405,5.659843410998962e-05,0.0,5.659843410998962e-05,5.659843410998962e-05,0.0,3.773228940665975e-05,1.8866144703329873e-05,0.00020752759173662863,3.773228940665975e-05,1.8866144703329873e-05,1.8866144703329873e-05,0.0,3.773228940665975e-05,3.773228940665975e-05,0.0,0.0,0.0,0.0001226299405716442,0.0,1.8866144703329873e-05,0.0,0.0,9.433072351664937e-06,2.829921705499481e-05,0.0,1.8866144703329873e-05,0.0,0.0,1.8866144703329873e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.433072351664937e-06,0.0,0.0,0.0,0.0,9.433072351664937e-06,9.433072351664937e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.433072351664937e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.433072351664937e-06,1.8866144703329873e-05,0.0,9.433072351664937e-06,0.0,0.0,0.0,0.0,0.0
3M5A,0.1573342040980364,0.0010361262692546798,0.0617908029664609,0.020910911979503538,0.0010989218007246605,0.03459405828681231,0.1300307070148888,0.005369017940683341,0.35936626749640493,0.00011931150979296313,0.07071404798834514,0.08452278535859388,0.04015146282190559,6.27955314699806e-06,0.02484819180267132,0.0,0.0010989218007246605,0.0019027046035404122,0.0006091166552588118,0.00011303195664596508,0.0002323434664389282,0.0002825798916149127,0.00016326838182194954,0.0006467939741408001,0.0,0.000527482464347837,0.00018838659440994178,3.13977657349903e-05,6.907508461697865e-05,6.27955314699806e-06,4.395687202898642e-05,3.13977657349903e-05,6.27955314699806e-05,0.0,0.00014442972238095538,0.0001255910629399612,7.535463776397672e-05,2.511821258799224e-05,2.511821258799224e-05,0.0,0.0,3.13977657349903e-05,1.255910629399612e-05,1.883865944099418e-05,0.0,0.0,6.27955314699806e-06,8.163419091097477e-05,5.023642517598448e-05,0.00019466614755693986,0.0,0.0,0.0,0.00032025721049690106,7.535463776397672e-05,6.27955314699806e-06,6.27955314699806e-06,6.27955314699806e-06,5.651597832298254e-05,6.907508461697865e-05,6.27955314699806e-06,0.0,6.27955314699806e-06,0.0,0.0,0.0,6.27955314699806e-05,1.255910629399612e-05,0.0,0.0,0.0,1.883865944099418e-05,3.767731888198836e-05,0.0,0.0002449025727329243,5.651597832298254e-05,0.0,1.255910629399612e-05,3.13977657349903e-05,6.907508461697865e-05,2.511821258799224e-05,3.767731888198836e-05,6.27955314699806e-06,1.883865944099418e-05,1.883865944099418e-05,1.883865944099418e-05,0.0,0.0,0.0,6.27955314699806e-06,0.0,6.27955314699806e-06,1.255910629399612e-05,0.0,1.883865944099418e-05,6.27955314699806e-06,0.0,0.0,0.0,6.27955314699806e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.27955314699806e-06,0.0,6.27955314699806e-06,6.27955314699806e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.27955314699806e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3M7A,0.20351558740408257,0.0015224295876315721,0.0348758869902267,0.0491552265707711,0.009755798794305763,0.07883385393425554,0.12349178850478165,0.008863340070521739,0.26166539797534366,6.124716731851152e-05,0.04834151420496802,0.05045016667979106,0.028847415807018925,8.749595331215932e-06,0.09054081248742246,0.0,0.0009537058911025365,0.0019511597588611526,0.00046372855255444437,0.00012249433463702304,0.00023623907394283014,0.0006212212685163312,0.0001924910972867505,0.0016186751362749472,0.0,0.00031498543192377354,0.00011374473930580711,9.624554864337525e-05,0.00012249433463702304,6.999676264972745e-05,8.749595331215932e-05,0.0,8.749595331215932e-05,0.0,0.00030623583659255757,5.249757198729559e-05,0.00014874312063067083,0.0,5.249757198729559e-05,0.0,0.0,8.749595331215932e-06,3.499838132486373e-05,2.6248785993647795e-05,3.499838132486373e-05,0.0,0.0,0.00028873664593012573,7.874635798094339e-05,0.0001662423112931027,8.749595331215932e-06,8.749595331215932e-06,0.0,0.00042873017122958064,0.00017499190662431863,0.0,0.0,4.374797665607966e-05,5.249757198729559e-05,8.749595331215932e-05,1.7499190662431863e-05,0.0,0.0,0.0,0.0,0.0,7.874635798094339e-05,6.124716731851152e-05,0.0,0.0,0.0,6.999676264972745e-05,9.624554864337525e-05,0.0,7.874635798094339e-05,6.124716731851152e-05,0.0,5.249757198729559e-05,6.124716731851152e-05,8.749595331215932e-05,0.0,7.874635798094339e-05,1.7499190662431863e-05,8.749595331215932e-06,8.749595331215932e-06,1.7499190662431863e-05,0.0,0.0,0.0,6.124716731851152e-05,0.0,1.7499190662431863e-05,0.0,8.749595331215932e-06,1.7499190662431863e-05,2.6248785993647795e-05,0.0,1.7499190662431863e-05,0.0,8.749595331215932e-06,0.0,8.749595331215932e-06,0.0,8.749595331215932e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.749595331215932e-06,0.0,0.0,0.0,0.0,0.0,8.749595331215932e-06,8.749595331215932e-06,8.749595331215932e-06,0.0,0.0,0.0,8.749595331215932e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
